AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2020,"Directors, Religious Activities and Education",broad,"52,880",2.3,13.96,17.52,22.59,29.56,43.5,"29,030","36,440","46,980","61,480","90,470",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,"52,880",2.3,13.96,17.52,22.59,29.56,43.5,"29,030","36,440","46,980","61,480","90,470",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2090,Miscellaneous Religious Workers,broad,"43,290",3.6,11.88,14.03,18.03,23.59,35.43,"24,710","29,170","37,500","49,060","73,700",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,"43,290",3.6,11.88,14.03,18.03,23.59,35.43,"24,710","29,170","37,500","49,060","73,700",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,"113,100",1,18.57,28.08,39.63,75.43,#,"38,620","58,400","82,430","156,900",#,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1000,"Lawyers, Judges, and Related Workers",minor,"144,470",1.1,29.05,38.8,61.32,89.81,#,"60,420","80,700","127,540","186,810",#,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1010,Lawyers and Judicial Law Clerks,broad,"146,220",1.1,29.36,39.03,61.39,92.38,#,"61,060","81,180","127,690","192,160",#,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,"148,030",1.1,29.52,39.24,61.54,93.55,#,"61,400","81,620","127,990","194,580",#,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,"62,730",1,17.56,20.95,24.4,35.76,49.08,"36,520","43,580","50,750","74,390","102,080",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"119,690",1.9,18.62,30,53.15,80.78,99.64,"38,720","62,400","110,550","168,020","207,250",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"104,160",0.6,22.87,30.7,49.3,63.7,86.79,"47,580","63,850","102,550","132,490","180,520",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"62,350",8.2,14.42,17.74,23.76,36.51,53.05,"29,990","36,910","49,410","75,940","110,350",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"142,520",0.9,22.35,39.01,71.17,82.32,#,"46,490","81,150","148,030","171,230",#,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2000,Legal Support Workers,minor,"59,190",1,17.37,21.09,26.38,35.13,44.98,"36,140","43,860","54,860","73,080","93,560",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2010,Paralegals and Legal Assistants,broad,"58,330",1.1,17.51,21.82,27.03,34.98,42.61,"36,410","45,390","56,230","72,750","88,640",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,"58,330",1.1,17.51,21.82,27.03,34.98,42.61,"36,410","45,390","56,230","72,750","88,640",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2090,Miscellaneous Legal Support Workers,broad,"62,170",0.9,15.4,18.53,24.78,35.92,51.5,"32,030","38,550","51,550","74,710","107,120",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"52,390",1.3,14.59,17.9,22.74,29.47,37.04,"30,350","37,240","47,310","61,300","77,040",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,"73,000",1.3,17.35,22.15,28.75,45.44,68.05,"36,090","46,070","59,790","94,520","141,540",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,"62,140",0.3,13.61,17.84,27.51,37.09,48.23,"28,320","37,110","57,220","77,150","100,310",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,"95,200",0.3,*,*,*,*,*,"39,410","60,360","78,300","122,470","165,810",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1010,"Business Teachers, Postsecondary",broad,"105,720",0.4,*,*,*,*,*,"46,910","61,760","94,360","132,070","198,240",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,"105,720",0.4,*,*,*,*,*,"46,910","61,760","94,360","132,070","198,240",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"88,730",0.4,*,*,*,*,*,"46,900","50,800","77,630","103,890","155,580",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,"89,610",0.6,*,*,*,*,*,"47,280","50,010","77,910","105,950","156,650",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"87,980",0.4,*,*,*,*,*,"45,280","60,310","77,580","103,420","155,350",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"113,150",0.3,*,*,*,*,*,"58,370","78,020","103,340","134,350","174,500",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,"98,600",0.4,*,*,*,*,*,"48,720","64,490","95,160","124,440","157,700",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,"115,590",0.4,*,*,*,*,*,"60,380","78,130","104,940","134,760","182,590",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1040,"Life Sciences Teachers, Postsecondary",broad,"98,430",0.3,*,*,*,*,*,"48,720","62,040","81,980","123,630","167,990",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"97,520",0.5,*,*,*,*,*,"48,720","64,280","95,910","123,630","157,210",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,"98,710",0.3,*,*,*,*,*,"48,720","61,750","81,440","123,730","169,410",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"93,510",0.5,*,*,*,*,*,"50,280","63,300","82,330","105,250","134,760",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"97,110",0.3,*,*,*,*,*,"49,090","62,460","81,980","123,390","162,700",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"102,840",0.4,*,*,*,*,*,"49,730","64,030","98,070","127,670","165,240",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,"94,060",0.3,*,*,*,*,*,"49,330","62,060","79,410","104,270","157,670",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"92,210",0.4,*,*,*,*,*,"47,760","62,160","81,980","105,850","150,150",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,"99,480",0.3,*,*,*,*,*,"49,000","62,540","93,070","124,660","164,150",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1060,"Social Sciences Teachers, Postsecondary",broad,"94,340",0.4,*,*,*,*,*,"47,470","61,610","79,770","112,550","162,510",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"102,110",0.3,*,*,*,*,*,"50,580","64,490","97,340","125,150","163,070",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"91,680",0.4,*,*,*,*,*,"45,650","61,690","78,910","103,890","161,290",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,"124,090",0.4,*,*,*,*,*,"58,330","78,400","104,940","157,320",#,TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,"88,150",0.4,*,*,*,*,*,"48,960","63,600","81,440","102,720","131,040",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,"98,980",0.4,*,*,*,*,*,"48,990","63,050","81,980","122,690","164,670",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,"88,390",0.7,*,*,*,*,*,"43,050","60,740","77,860","102,040","155,270",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,"87,850",0.4,*,*,*,*,*,"46,870","61,420","77,980","101,010","155,270",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"87,320",0.5,*,*,*,*,*,"38,080","60,270","77,500","102,230","155,580",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1070,"Health Teachers, Postsecondary",broad,"119,880",0.4,*,*,*,*,*,"48,560","63,730","98,070","157,680",#,TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"133,310",0.4,*,*,*,*,*,"48,890","64,630","102,720","172,680",#,TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"82,040",0.5,*,*,*,*,*,"47,630","61,390","77,440","98,680","125,930",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"77,260",0.3,*,*,*,*,*,"33,580","49,080","64,540","97,450","127,420",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,"76,990",0.4,*,*,*,*,*,"31,200","48,780","63,910","97,450","127,420",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,"80,850",0.3,*,*,*,*,*,"48,390","61,350","77,100","97,340","124,680",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"97,720",0.5,*,*,*,*,*,"39,130","60,750","78,330","125,420","172,680",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"81,730",0.4,*,*,*,*,*,"38,850","50,770","64,600","99,330","132,340",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,"130,820",0.7,*,*,*,*,*,"48,760","73,150","123,470","168,210",#,TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,"77,650",0.3,*,*,*,*,*,"36,200","49,990","71,010","98,070","125,820",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"85,110",0.5,*,*,*,*,*,"38,810","58,060","76,840","100,030","151,480",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"86,240",0.8,*,*,*,*,*,"38,090","49,990","75,940","100,130","156,240",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,"84,580",0.5,*,*,*,*,*,"46,640","60,420","77,560","99,330","132,720",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"82,680",0.3,*,*,*,*,*,"39,230","51,730","75,930","99,330","132,220",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"82,990",0.4,*,*,*,*,*,"46,560","60,550","77,030","99,190","129,130",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,"86,460",0.4,*,*,*,*,*,"39,090","61,070","78,130","101,180","132,720",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"88,260",1.3,*,*,*,*,*,"39,090","60,670","77,610","100,240","155,240",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1190,Miscellaneous Postsecondary Teachers,broad,"82,100",0.4,*,*,*,*,*,"37,410","48,840","64,640","100,500","154,320",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"93,230",0.7,*,*,*,*,*,"48,070","61,350","79,630","106,040","148,320",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"79,080",0.5,*,*,*,*,*,"37,630","49,860","72,440","99,150","128,230",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"63,130",0.5,17.78,22.55,28.77,36.94,46.89,"36,970","46,910","59,840","76,840","97,540",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,"92,200",0.5,*,*,*,*,*,"37,550","56,550","78,160","123,970","160,930",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"64,870",0.4,*,*,*,*,*,"37,100","47,910","61,030","77,600","99,300",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2010,Preschool and Kindergarten Teachers,broad,"43,060",0.8,11.12,13.9,17.65,23.75,36.2,"23,130","28,900","36,710","49,390","75,300",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,"36,460",0.7,10.98,13.67,14.52,18.57,28.14,"22,840","28,440","30,210","38,620","58,530",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"64,490",1,*,*,*,*,*,"38,390","48,100","60,900","76,880","98,440",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2020,Elementary and Middle School Teachers,broad,"67,030",0.5,*,*,*,*,*,"44,670","48,480","61,390","77,880","99,430",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,"67,080",0.5,*,*,*,*,*,"43,950","48,450","61,400","77,920","99,420",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"66,880",0.9,*,*,*,*,*,"45,510","48,540","61,320","77,640","99,470",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"69,410",1.6,*,*,*,*,*,"47,040","52,170","61,820","78,260","99,470",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2030,Secondary School Teachers,broad,"69,490",0.5,*,*,*,*,*,"46,260","48,960","61,820","78,770","100,290",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"69,530",0.5,*,*,*,*,*,"46,090","48,830","61,820","78,780","100,310",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"68,960",1.2,*,*,*,*,*,"47,310","50,130","61,820","78,310","99,590",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2050,Special Education Teachers,broad,"68,880",0.5,*,*,*,*,*,"46,180","49,090","61,820","78,510","100,040",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,"71,970",1.5,*,*,*,*,*,"37,540","48,450","62,420","85,040","123,860",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"67,090",0.7,*,*,*,*,*,"46,400","48,770","61,640","77,920","98,870",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,"68,860",1.3,*,*,*,*,*,"46,840","49,120","61,820","78,550","100,310",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,"70,100",0.7,*,*,*,*,*,"47,230","49,850","62,120","79,030","100,310",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,"71,330",2.1,*,*,*,*,*,"38,130","48,350","61,720","82,230","104,370",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3000,Other Teachers and Instructors,minor,"46,490",0.6,11.1,14.04,17.94,24.3,37.16,"23,080","29,210","37,310","50,540","77,280",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"60,650",1,17.08,22.41,28.71,36.73,46.42,"35,530","46,620","59,720","76,400","96,550",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"60,650",1,17.08,22.41,28.71,36.73,46.42,"35,530","46,620","59,720","76,400","96,550",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3020,Self-Enrichment Teachers,broad,"49,230",1.1,11.47,14.38,20.95,28.81,37.82,"23,860","29,900","43,580","59,920","78,660",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,"49,230",1.1,11.47,14.38,20.95,28.81,37.82,"23,860","29,900","43,580","59,920","78,660",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3030,"Substitute Teachers, Short-Term",broad,"38,410",0.9,10.71,12.34,14.47,19.99,24.31,"22,270","25,670","30,100","41,570","50,560",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,"38,410",0.9,10.71,12.34,14.47,19.99,24.31,"22,270","25,670","30,100","41,570","50,560",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3040,Tutors,broad,"41,780",1.7,11.36,14.05,17.53,22.63,29.61,"23,640","29,230","36,470","47,070","61,580",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,"41,780",1.7,11.36,14.05,17.53,22.63,29.61,"23,640","29,230","36,470","47,070","61,580",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3090,Miscellaneous Teachers and Instructors,broad,"62,200",1.1,*,*,*,*,*,"29,640","44,520","50,540","77,230","99,200",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,"62,200",1.1,*,*,*,*,*,"29,640","44,520","50,540","77,230","99,200",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4000,"Librarians, Curators, and Archivists",minor,"55,520",0.4,14.02,17.96,23.59,30.82,40.01,"29,160","37,360","49,060","64,100","83,220",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4010,"Archivists, Curators, and Museum Technicians",broad,"58,830",1,14.64,18.56,24.09,35.65,46.4,"30,450","38,610","50,120","74,150","96,500",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,"61,880",1.5,17.67,22.28,28.87,36.99,47.15,"36,750","46,350","60,050","76,930","98,070",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,"63,880",1.9,17.31,22.4,28.9,36.98,47.35,"35,990","46,590","60,110","76,920","98,490",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,"52,030",1.2,14.01,17.52,22.9,29.53,38.36,"29,130","36,440","47,630","61,420","79,780",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4020,Librarians and Media Collections Specialists,broad,"64,180",0.4,17.94,23.06,29.42,37.21,47.06,"37,300","47,960","61,190","77,400","97,870",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,"64,180",0.4,17.94,23.06,29.42,37.21,47.06,"37,300","47,960","61,190","77,400","97,870",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4030,Library Technicians,broad,"39,070",0.5,11.24,14.1,17.78,22.67,28.49,"23,370","29,330","36,970","47,160","59,250",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,"39,070",0.5,11.24,14.1,17.78,22.67,28.49,"23,370","29,330","36,970","47,160","59,250",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9000,Other Educational Instruction and Library Occupations,minor,"38,620",0.3,*,*,*,*,*,"22,360","27,570","30,460","46,460","61,940",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9020,Farm and Home Management Educators,broad,"58,040",3.1,14.44,17.86,24.03,32.53,44.58,"30,030","37,140","49,990","67,660","92,720",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,"58,040",3.1,14.44,17.86,24.03,32.53,44.58,"30,030","37,140","49,990","67,660","92,720",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9030,Instructional Coordinators,broad,"70,560",0.5,18.46,23.92,30.64,38.84,48.6,"38,390","49,750","63,740","80,780","101,090",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,"70,560",0.5,18.46,23.92,30.64,38.84,48.6,"38,390","49,750","63,740","80,780","101,090",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9040,Teaching Assistants,broad,"32,640",0.3,*,*,*,*,*,"21,930","24,100","29,550","37,210","47,080",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,"41,170",0.3,*,*,*,*,*,"22,730","29,670","38,040","49,010","62,260",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,"31,760",0.3,*,*,*,*,*,"21,890","24,040","29,360","36,970","46,530",TRUE,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"49,650",0.8,11.2,14.49,22.26,29.26,38.42,"23,300","30,130","46,300","60,860","79,920",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"49,650",0.8,11.2,14.49,22.26,29.26,38.42,"23,300","30,130","46,300","60,860","79,920",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"66,100",1.5,13.95,17.92,24.61,38.08,58.86,"29,010","37,270","51,190","79,200","122,420",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1000,Art and Design Workers,minor,"58,910",1,13.79,16.79,23.18,36.43,49.12,"28,680","34,930","48,220","75,770","102,160",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1010,Artists and Related Workers,broad,"95,330",1.9,18.26,28.79,38.94,60.54,78.57,"37,980","59,890","80,990","125,930","163,420",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,"115,430",1.9,27.51,37.26,48.51,65.07,93.33,"57,220","77,490","100,890","135,350","194,130",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,"40,730",3.6,10.94,13.86,17.27,22.68,29.47,"22,760","28,830","35,930","47,170","61,290",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"69,010",7.8,9.34,17.94,29.24,46.44,60.54,"19,430","37,310","60,820","96,580","125,930",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,"86,220",7,22.12,29.47,37.88,49.36,63.16,"46,000","61,300","78,790","102,660","131,370",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,"67,240",4.8,10.46,18.42,29.61,46.11,55.3,"21,750","38,310","61,580","95,910","115,020",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1020,Designers,broad,"53,160",1,13.72,15.15,22.29,30.21,44.22,"28,540","31,510","46,370","62,840","91,970",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,"79,680",3.1,21.56,27.44,37.03,47.44,61.64,"44,840","57,070","77,030","98,680","128,210",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,"83,650",2.5,18.02,24.34,37.24,48.71,62.92,"37,480","50,630","77,450","101,320","130,870",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,"32,100",1,10.98,13.38,14.36,17.68,21.55,"22,830","27,830","29,880","36,770","44,820",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,"59,970",1,15.06,18.88,24.38,35.92,47.24,"31,310","39,270","50,710","74,700","98,260",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,"62,570",1.2,14.87,22.32,29.01,37.35,47.63,"30,930","46,420","60,340","77,700","99,070",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,"35,520",0.8,12.77,14.06,15.41,18.24,22.74,"26,560","29,240","32,060","37,930","47,290",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,"62,960",2.7,14.81,18.84,26.37,37.94,48.34,"30,810","39,180","54,860","78,910","100,550",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,"73,480",4.5,14.54,21.43,29.96,47.13,62.49,"30,230","44,580","62,310","98,030","129,990",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"71,870",2.9,11.45,15.83,23.78,38.75,74.97,"23,820","32,930","49,470","80,600","155,940",,
